row_index,review_id,review,clean_review,rating,year,split_set,lexicon_score,label_original,label,label_source,refinement_reason,evidence_pattern,confidence_level
4408,ab5da66c-9e1a-42cf-ad63-5b4306240394,Jakone yg Baru Tambah lemot . Login nya lama bngt parah abis,jakone tambah lambat login nya bngt parah abis,2,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot; lambat; parah,high
4485,d3a46705-ed73-4a74-9da1-b413f06ee686,"aplikasinya mudah digunakan,bisa transfer kesemua bank",aplikasi mudah digunakan bisa transfer kesemua bank,5,2025,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan; aplikasi mudah,high
4502,091bef6b-b0b4-48e0-8b18-58dfc9cbe2f0,"Apk mudah digunakan, kalian wajib coba dah, ini sangat recomend..",aplikasi mudah digunakan kalian wajib coba dah recomend,5,2022,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
4516,76128889-e888-4d99-9f1f-06f990a0cc23,Keren,keren,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
4521,56e56b1b-1f1d-4a08-8f0e-7614f8c3503a,"Keren juga aplikasi bank digial yang satu ini. JakOne Mobile mantap, recommended banget pokoknya 👍👍👍👍",keren aplikasi bank digial jakone mobile mantap recommended banget pokoknya,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
4537,b05a7c25-69d9-4555-b9d7-89c2e850a05e,Aplikasi yang digunakan untuk melakukan pembayaran atau pembelian. Aplikasinya mudah digunakan sejauh ini sangat membantu untuk digunakan sehari-hari.,aplikasi digunakan melakukan pembayaran pembelian aplikasi mudah digunakan sejauh membantu digunakan sehari hari,5,2022,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan; aplikasi mudah; sangat membantu,high
4551,df350710-067a-4a15-bfe5-4d53def9566f,kacau saya top-up dana yang pertama gagal dan yang 2 berhasil. sedangkan yang gagal malah terpotong.. mana tanggungjawab anda! balikin uang saya secepatnya yang transaksi gagal tersebut,kacau top up dana pertama gagal 2 berhasil sedangkan gagal terpotong tanggungjawab balikin uang secepatnya transaksi gagal,1,2025,train,4.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transaksi gagal,high
4558,2fbe2d3d-db70-4b64-9607-e2a45fb44e04,Keren makin dasyat dki mobile,keren dasyat dki mobile,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
4563,68f09bbb-8fa2-419a-9c39-5d8026a60ef3,Sangat bagusssssss,bagusssssss,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
4567,4d92b91b-c7d4-4050-be7c-dab3b06bcba3,Keren sekali aplikasi JakOne Mobile dapat menikmati layanan transaksi digital Bank DKI.,keren aplikasi jakone mobile menikmati layanan transaksi digital bank dki,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
4611,8d53de1c-e5db-4da6-b879-aaf92caa1e79,Fitur fiturnya bagus semua. Semua bisa dilakukan serba online.mau bayar bayar juga gaperlu repot. Apalagi sistem pembayarannya udah gampang banget,fitur fiturnya bagus bisa dilakukan serba online bayar bayar gaperlu repot apalagi sistem pembayarannya udah gampang banget,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
4664,d3eb3112-56c6-40a5-9226-15049a86a96b,"Aplikasi yang sangat membantu dan serbaguna sekali, ga nyesel download JakOne Mobile",aplikasi membantu serbaguna tidak nyesel download jakone mobile,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
4665,5c51bf6f-53c8-4be5-b9c3-7068a5f3ed6f,apk jakone sangat membantu saya dalam segala hal dan apk ini sangat saya rekomendasikan bagi kalian. ga bakal nyesel deh,aplikasi jakone membantu aplikasi rekomendasikan kalian tidak nyesel deh,5,2023,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
4673,74579325-78c4-4cd0-832f-7e70bf3a457b,Aplikasi JakOne aplikasi yang sangat membantu untuk kebutuhan sehari-hari seperti membeli pulsa sampe dengan membayar listrik,aplikasi jakone aplikasi membantu kebutuhan sehari hari membeli pulsa sampe membayar listrik,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
4684,b12d08dc-7be0-48f1-b1db-01450c96070f,Aplikasi JakOne Mobile yang terpercaya dan aman. Transaksi di apk ini sangat mudah dan prosesnya cepet. Keren bangett,aplikasi jakone mobile terpercaya aman transaksi aplikasi mudah prosesnya cepet keren bangett,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah; keren,high
4724,d8b5f971-3edf-4d9e-9a03-821ba848f92e,Aplikasinya sangat membantu dan juga banyak fiturnya ga nyesel download aplikasi ini,aplikasi membantu fiturnya tidak nyesel download aplikasi,5,2024,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
4749,6749ff4e-5dc0-442f-a715-a668812393c4,"aplikasi andalan saya, aplikasinya mudah digunakan, banyak fitur-fitur nya , cepet, terbaik 👍💯 , cocok buat kalian yang cari aplikasi kaya gini, mantep dah",aplikasi andalan aplikasi mudah digunakan fitur fitur nya cepet terbaik cocok kalian cari aplikasi kaya gini mantep dah,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
4752,5e1966e2-ddb0-4820-9885-0e82b4afd129,"Aplikasi m banking yang sangat bagus, fitur nya lengkap dan gak bikin pusing, pokoknya recommended banget deh👍",aplikasi m banking bagus fitur nya lengkap tidak bikin pusing pokoknya recommended banget deh,5,2023,train,-11.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
4759,23d32f75-1a44-41df-be96-90820f5cfcc2,"Aplikasinya sangat sangat bagus dan membantu seklai, pokoknya sangat recommended",aplikasi bagus membantu seklai pokoknya recommended,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
4766,836e18d8-9c54-4ecc-8acb-5e03c29a5a30,"agak nyesel baru nemu apk ini. ternyata berguna bgt buat keseharian aku, mantappp btl pokoknya !!!",agak nyesel nemu aplikasi ternyata berguna banget keseharian mantappp btl pokoknya,5,2023,train,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
4771,24cc22f7-d475-453f-a8bc-2576d0226408,"aplikasi mobile banking terpayah di antara bank lainnya. paling lemot, paling sulit dibuka, paling sering error. yang bilang aplikasi ini cepat dan memudahkan berarti bot 👎",aplikasi mobile banking terpayah bank lainnya lambat sulit dibuka error bilang aplikasi cepat memudahkan berarti bot,1,2023,test,-7.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
4780,6e22e11e-d40a-40dd-b522-70fdc87e1743,"tolong lah perbaikin, masa gada pilihan buat transfer ke bank lain. gada fitur buat transfer ke e-wallet. bayar pake qris juga gabisa digunain. jelek banget",tolong perbaikin masa gada pilihan transfer bank gada fitur transfer e wallet bayar pakai qris tidak bisa digunain jelek banget,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,jelek,high
4805,837f51b5-409e-4027-8665-237d47039621,mantapp ada minigames,mantapp minigames,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
4829,7306e892-91a8-419f-be39-fbb20e122220,Pakek apk ini seneng bgt soalnya gampang mau bayat apa aja disini bisa ga pakek ribett,pakek aplikasi seneng banget soalnya gampang bayat disini bisa tidak pakek ribett,5,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
4851,35f22276-3f15-43de-854e-06c526917782,1. Menu lebih lengkap aplikasi yang lama 2. Tampilan lebih bagus aplikasi yang lama 3. Pengoperasian lebih mudah aplikasi yang lama,1 menu lebih lengkap aplikasi 2 tampilan lebih bagus aplikasi 3 pengoperasian lebih mudah aplikasi,2,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
4866,acce5d80-3af9-4663-a77b-febc8aa6ff1b,tidak bisa transfer antar BANK lainnya mohon diperbaiki secepatnya,tidak bisa transfer antar bank lainnya mohon diperbaiki secepatnya,1,2025,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,cepat,high
4890,639f216a-6d86-4401-922c-64cc3139ee28,"Aplikasi yang sangat berguna terutama untuk generasi milenial yang kalau kemana-mana selalu bayar pake qris, pembayaran pakai apk ini juga mudah dilakukan, fiturnya lengkap dan sangat memudahkan, gaada error-error an, semuanya aman!",aplikasi berguna terutama generasi milenial kemana bayar pakai qris pembayaran pakai aplikasi mudah dilakukan fiturnya lengkap memudahkan gaada error error an semuanya aman,5,2023,test,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
4913,15e354a3-9ebd-4639-9a16-0ab0cca3c24c,"no coment dah, mbanking ada untuk memudahkan bukan untuk menyusahkan..👍 kasih *1 bkan untuk merendahkan, tapi biar ada perbaikan👍",no coment dah mbanking memudahkan bukan menyusahkan kasih 1 bkan merendahkan biar perbaikan,1,2025,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
4918,1b5efacb-b48f-4bb8-8486-bdd649e8395a,"sering banget top up ke dana atau isi pulsa pas masukin pin gagal tapi dana kepotong, dan dana ga masuk, ngajuin pengembalian ribet, lagi keluar kota mesti hub cs dengan biaya pulsa normal, hapus aja lah apknya bukannya memudahkan malah meribetkan",banget top up dana isi pulsa pas masukin pin gagal dana kepotong dana tidak masuk ngajuin pengembalian ribet keluar kota mesti hub cs biaya pulsa normal hapus apknya bukannya memudahkan meribetkan,1,2025,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
4926,92ead07e-c1af-4bea-8963-7c3fd3afff5c,"Aplikasi keren, mudah di gunakan dan sangat sangat membantu tampilan tidak membingungkan",aplikasi keren mudah gunakan membantu tampilan tidak membingungkan,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu; keren,high
4934,bbe24445-bec0-43be-b15d-2fdb0d3b8e99,"Aplikasi mobile banking yang sederhana dan mudah digunakan, UI nya luar biasa. Ini baru aplikasi hebat, keren.",aplikasi mobile banking sederhana mudah digunakan ui nya aplikasi hebat keren,5,2023,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
4941,5c4256bd-7c14-422d-9a4c-aeafbad94163,Aplikasi Sangat Membantu. Sangat Baik Untuk Digunakan.,aplikasi membantu digunakan,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
4942,2ac0eff5-fae9-499f-ac98-c0b229c8bdda,Bagussssss,bagussssss,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
4967,e16bd0cc-b2b1-4cff-99dc-341d10dde271,"Aplikasi yang mudah, untuk kebutuan apa aja",aplikasi mudah kebutuan,5,2025,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah,high
4976,e801cd57-6161-4bff-ba60-aaf76adbfedf,"Baru download, baru mau daftar, setiap mau daftar gak bisa bisa. Tertulis ""Kami tidak dapat memproses permintaan anda, silakan coba kembali (911) Kenapa? 😔 ini aplikasi udah banyak yang memberi rate satu dan memberi keluhan, tapi sepertinya keluhan para pengguna tidak didengarkan, apakah aplikasi ini memang tidak berguna? 😔",download daftar setiap daftar tidak bisa bisa tertulis tidak memproses permintaan silakan coba 911 kenapa aplikasi udah memberi rate memberi keluhan sepertinya keluhan pengguna tidak didengarkan apakah aplikasi tidak berguna,1,2024,train,-31.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
4985,d2e098ac-d211-479f-9eeb-44930fb85e81,kecewa berat,kecewa berat,1,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,kecewa,high
5029,71e9778e-8582-4e5c-b19f-7a4501005e8c,Aplikasinya mudah digunakan dan fiturnya lumayan komplit ga kalah sama mobile banking yang lainnya..,aplikasi mudah digunakan fiturnya lumayan komplit tidak kalah mobile banking lainnya,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan; aplikasi mudah,high
5045,c3d0de34-523c-4e30-ba38-f7ec5b319f1d,"Aplikasinya keren. Mudah dipahami dan mudah dijalani.. untuk kita yg kurang update tentang teknologi internet.. pake aplikasi JackOne ini memudahkan kita untuk menabung, tampilan aplikasinya juga tidak norak",aplikasi keren mudah dipahami mudah dijalani kita kurang update teknologi internet pakai aplikasi jackone memudahkan kita menabung tampilan aplikasi tidak norak,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
5077,63a3a224-5b2d-40a7-b86a-541717f2a4f6,"Membuat akun di jakOne ini sangat mudah dan aplikasinya juga mudah digunakan, fitur-fiturnya juga mudah digunakan, bisa beli pulsa juga jadi tidak ribet untuk keluar rumah beli pulsa, bagi saya tidak ada kendala apapun selama makai aplikasi ini",membuat akun jakone mudah aplikasi mudah digunakan fitur fiturnya mudah digunakan bisa beli pulsa tidak ribet keluar rumah beli pulsa tidak kendala apapun selama makai aplikasi,5,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
5115,37fcc3c3-92e5-4b13-b5a8-99135166865c,Keren banget aplikasi ini fiturnya mudah banget lagi recommended banget deh pokoknya,keren banget aplikasi fiturnya mudah banget recommended banget deh pokoknya,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren; recommended,high
5179,5f5d5b88-0a95-462f-b5d0-38a7e52b09f4,Ini adalah salah satu aplikasi mobile banking terbaik menurut aku.... Pokoknya wajib instal ini aplikasi....,salah aplikasi mobile banking terbaik menurut pokoknya wajib instal aplikasi,5,2023,validation,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,terbaik,high
5194,846d2c6f-67ae-42fc-8c3e-a44a3f10512f,"Puas banget sama app yang satu ini, serba bisa????????????",puas banget aplikasi serba bisa,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,puas,high
5230,3a1e3011-b919-4c60-b38a-cc3f367135af,Ribet banget sih.. Udah punya kartu ATM nya malah ngga bisa daftar di m banking. Tetep harus ke bank! Trus gunanya daftar online apa??,ribet banget sih udah punya kartu atm nya ngga bisa daftar m banking tetep bank gunanya daftar online,1,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
5248,0d0e349a-332e-49ba-9477-cd73655487b8,Mantappp,mantappp,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
5251,39c5de0f-52fb-43b1-9f4f-a04380ca93b5,"Setiap mau buka periksa jaringan mulu padahal jaringan lancar"" aja trs loading mulu ga ke buka""😤😤😤sampe seharian nunggu tetep aja ga kebuka""",setiap buka periksa jaringan mulu padahal jaringan lancar loading mulu tidak buka sampe seharian nunggu tetep tidak kebuka,1,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,lancar,high
5269,12548644-8bd0-4e92-92d4-d133e166bfd6,bener bener aplikasi perbankan yang paling buruk di bumi. kondisi lagi urgent pindah saldo dari jack one ke ewallet. transaksi gagal tapi saldo nya hilang. kalian semua kerja nya apa sampai transaksi kecil aja ga ada yg becus,bener bener aplikasi perbankan buruk bumi kondisi urgent pindah saldo jack one ewallet transaksi gagal saldo nya hilang kalian kerja nya transaksi tidak becus,1,2025,validation,5.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transaksi gagal,high
