clean_review,label_v1,label_v2,label_v3,skor_v1,skor_v2,skor_v3
okelah aman kadang doang trouble,positif,positif,positif,4.0,4.0,1.9999999999999998
aplikasi nya perlahan membaik lebih tingkatkan lebih depannya,negatif,negatif,negatif,-5.0,-5.0,-0.6
data tidak ditemukan 404 kontolah,negatif,negatif,netral,-8.0,-8.0,0.0
download aplilasi masukin data terverifikasi ternya pas lanjut scan ktp error kapan error,negatif,negatif,negatif,-8.0,-8.0,-2.4
buka rekening scan ktp kesalahan sistemnya habis pulsa otp berkali tak kunjung bisa,negatif,negatif,negatif,-5.0,-5.0,-1.0
aplikasi jakone tidak bisa transfer bank udah tidak dibener rin,negatif,negatif,negatif,-14.0,-14.0,-1.0
scan foto ktp udah jelas terang tidak berhasil pulsa kesedot diulang parah banget mbanking,negatif,negatif,negatif,-9.0,-9.0,-1.0
error 0404,negatif,negatif,negatif,-5.0,-5.0,-1.0
bener bener mengecewakan login akun susahnya setengah mati potongannya tidak adain nyusuahin masyarakat,negatif,negatif,negatif,-4.0,-4.0,-1.8
mohon lebih ditingkatkan keamanan data saldo nasabah kepercayaan nasabah tumbuh,positif,positif,positif,13.0,13.0,0.6
aplikasi jak one knapa error login hp tidak bisa tidak membantu,negatif,negatif,negatif,-23.0,-23.0,-2.4000000000000004
aplikasi tidak jelas tidak kayak bank sebelah sat set daftar mobile banking error mulu susah abisin pulsa tidak jelas,negatif,negatif,negatif,-30.0,-30.0,-3.8000000000000003
sekelas jakarta aplikasi busuk super susah orang masa iya bank dki aplikasi mumpuni tidak sich padahal jakarta loh wajib sat set uda 3 hari daftar gagal mulu pas difitur scan foto jawabnya error coba coba parah parah uda 2 hari gagal mulu masuk laporan jaki biar team terkait berfikir sat set malu warga jakarta atas aplikasi sampah huff jakarta jakarta,negatif,negatif,negatif,-47.0,-47.0,-8.4
haduuuh capek banget dah error mulu tidak pemberitahuan urusan penting brantakan parah,negatif,negatif,negatif,-5.0,-5.0,-1.2000000000000002
bank dki tolong perbaiki sistem nya buruk banget error tidak bs transaksi kacau,negatif,negatif,negatif,-11.0,-11.0,-2.8
tidak bisa konek internet padahal aplikasi lancar tidak bisa transfer internet tidak bisa isi shopepay,negatif,negatif,negatif,-13.0,-13.0,-2.4
error,negatif,negatif,negatif,-5.0,-5.0,-1.0
bangrut tutup buka susah aplikasi pakek internet priksa kocak,negatif,negatif,negatif,-8.0,-8.0,-1.4
mengalami buf padalah butuh banget,negatif,negatif,negatif,-1.0,-1.0,-0.2
bagus,positif,positif,positif,2.0,2.0,0.6
bagus,positif,positif,positif,2.0,2.0,0.6
sekelas bank dki masa offline gmna sih klo kurang cepetan perbaiki,negatif,negatif,netral,-3.0,-3.0,0.0
aplikasi nya kacau lebaran belum optimal kesini kacau,negatif,negatif,netral,-4.0,-4.0,0.0
udah 2 bulan error seminggu normal error hadeeuhhh,negatif,negatif,negatif,-10.0,-10.0,-2.0
niat bikin aplikasi ngga si kesini kok bermasalah,negatif,negatif,netral,-6.0,-6.0,0.0
hmapir 2 bulan tidak bs transfer antar bank,negatif,negatif,netral,-6.0,-6.0,0.0
mbanking kocak ape ape lambat transfer terima transfer kadang bisa kadang kagak kebanyakan kagak bisanye hade hadehh,positif,positif,positif,3.0,3.0,0.6
aplikasi nya keren banget fitur fiturnya bagus aplikasi maintenance update up nyesel kalian tidak download aplikasi nya,negatif,negatif,negatif,-19.0,-19.0,-0.19999999999999996
download masukin data tidak sesuai aneh,negatif,negatif,positif,-7.0,-7.0,0.20000000000000007
tolong perbaiki system aplikasi nya,negatif,negatif,netral,-1.0,-1.0,0.0
zonk,netral,netral,netral,0.0,0.0,0.0
aplikasi payah mending ditutup nih aplikasi registrasi gagal scan e ktp tolong dibenahi,negatif,negatif,negatif,-7.0,-7.0,-1.4
mao login susah banget scan ktp error padahal ktp cetak perbaiki lg doongggg error umum 0404 notif aplikasi jakone nya,negatif,negatif,negatif,-15.0,-15.0,-2.5999999999999996
aplikasi tidak jelas scan ktp tidak,negatif,negatif,negatif,-15.0,-15.0,-0.6
tolong segara diperbaiki sitem layana nya jangan lancar potong biaya admin bulan potongan admin bulan lumayan mahal pelayanan buruk,negatif,negatif,negatif,-10.0,-10.0,-1.2000000000000002
nyusahin ajing,netral,netral,netral,0.0,0.0,0.0
sibank kocak,negatif,negatif,negatif,-2.0,-2.0,-0.4
aplikasi nya memudahkan menyulitkan cetak rekening koran tidak bisa transfer bank tidak bisa perbaiki sistem nya gangguan,negatif,positif,negatif,-15.0,-15.0,-2.4000000000000004
alpikasi kurang nyaman alpikasinya tambah jelek susah digunakan susah login,negatif,positif,negatif,-15.0,-15.0,-3.2
bikin atm susahnya minta ampun foto ktp gagal pantes it nya pecat aplikasi kaya tokay,negatif,negatif,negatif,-7.0,-7.0,-3.5999999999999996
banget dapet kode otp nya,netral,netral,positif,0.0,0.0,0.6000000000000001
aplikasu nyedotin pulsa doang login gangguan,negatif,negatif,negatif,-2.0,-2.0,-0.6000000000000001
kacau bank dki sistemnya bobrok,negatif,negatif,negatif,-5.0,-5.0,-1.0
gangguan sampe sebulan bank dki tidak jelas pelayan nya tidak sebagus bank bank tetangga tlp petugas nya abaikan agen dki kecewa pelayanan bank dki kurang memuaskan,negatif,negatif,negatif,-20.0,-20.0,-3.4
perbaikan mantap,positif,positif,positif,8.0,8.0,1.6
knp ya scan ktp susahh bnget gagal,netral,netral,netral,0.0,0.0,0.0
downlod isi data tidak bisa bisa kendala gimana sh,negatif,negatif,negatif,-6.0,-6.0,-1.6
woi min w transfer m banking jakone diriwayat macem transfer jakone nya kenapa tidak masuk kesini payah jakone,negatif,negatif,negatif,-4.0,-4.0,-0.4
payah klo bukan gaji ogah download,negatif,negatif,negatif,-6.0,-6.0,-0.6
terimakasih perbaik,positif,positif,positif,5.0,5.0,1.0
aplikasi bosok ofline,negatif,negatif,netral,-4.0,-4.0,0.0
lambat tidak bisa2 daftarnya scan ktp nya tidak bisa2 loading mulu,negatif,negatif,negatif,-7.0,-7.0,-0.8
normal alhamdulillah,positif,positif,positif,6.0,6.0,1.0
aplikasi sampah buang pulsa otp tidak bisa aktivasi,negatif,negatif,negatif,-17.0,-17.0,-2.0
kenapa tidak bisa transfer antar bank topup dana ovo gopay udah tidak,negatif,negatif,negatif,-6.0,-6.0,-0.19999999999999996
wahhh ngabisin pulsa nihh tolong perbaiki jangan diem cari solusinya tidak bisa terussssss,negatif,negatif,netral,-13.0,-13.0,0.0
bank dki tidak malu rating bintang 1 mendominasi transfer antar bank tidak bisa2 entah maksudnya jelas mempersulit bukan mempermudah,negatif,negatif,positif,-15.0,-15.0,0.40000000000000013
kasih bintang 1 dlu susah banget daftar d masukin nmr tlp otp tidak muncul2 d pesanan ampe ngulang nya sebentar ampe menit,negatif,negatif,negatif,-6.0,-6.0,-1.2000000000000002
jakone mesinya rusak tidak bner kasih reting jlk nih aplikasi tidak jls,negatif,negatif,negatif,-9.0,-9.0,-0.8
ormas,netral,netral,netral,0.0,0.0,0.0
kenapa kaga bisa transfer bank lainnya,netral,netral,netral,0.0,0.0,0.0
scan ktp tidak bisa,negatif,negatif,negatif,-5.0,-5.0,-0.6
orang pasti merasakan rasakan,positif,positif,positif,3.0,3.0,0.6
belum beres ya perbaikan nya transfer bank lainnya kapan mbanking mempermudah transfer salah satunya bank lainnya tidak udah beberapa bulan parahhhhh,negatif,negatif,positif,-6.0,-6.0,1.4000000000000001
server maintenance up down tolong diperbaiki,netral,netral,negatif,0.0,0.0,-1.4
tidak bisa transfer bang dah 2bulan,negatif,negatif,negatif,-8.0,-8.0,-1.6
lebih sebelumnya,positif,positif,netral,1.0,1.0,0.0
gangguan mulu dih,positif,positif,negatif,2.0,2.0,-1.0
gangguan tidak kelar2 puasa tak kunjung selesai update informasi flip beresin sistemnya apakah selemah bank dki sesulit diperbaiki sistemnya,negatif,negatif,negatif,-6.0,-6.0,-1.8000000000000003
san ktp susah amat sih padahal udah tidak blur fotonya,netral,netral,positif,0.0,0.0,0.20000000000000007
tingkatkan kualitas mbanking transfer tidak bisa topup nyangkut dananya proses perbaikan cenderung,positif,positif,positif,1.0,1.0,0.4
maaf tolong perbaiki aplikasi nya ganti device ato ganti hp tidak bisa fervikasi e ktp gagal melulu minta cobak beberapa coba berkali tetep tidak bisa tolong tranfer bank tidak bisa mohon perbaiki bank ternama pelayanan jakone buruk terima kasih,negatif,negatif,negatif,-4.0,-4.0,-2.6
parah banget sih masa menu dana transaksi beda bank ilang 2 menu dipakai pas lgi buru burunya bayar transportasi online tolong diperbaiki tidak expect sih ilang secepat kek gaada aba2 pagi siangnya ilang,negatif,negatif,negatif,-12.0,-12.0,-4.800000000000001
error mulu setiap abis gajian apalagi sabtu minggu tidak bisa tuh susah banget butuh uang tidak bisa transfer bank ka shopee dana dll tidak bisa parah sih dongkol banget,negatif,negatif,negatif,-28.0,-28.0,-6.3999999999999995
kapan tidak bisa transfer bank isi e wallet tidak bisa2 brp bulan uyyyy,negatif,negatif,negatif,-9.0,-9.0,-2.0
kenapa menu tranfer bank tidak bisa tidak bisa qris top up e walet tidak bisa parah aplikasi,negatif,negatif,negatif,-19.0,-19.0,-1.7999999999999998
tidak bisa transfer bank qris tidak berfungsi ewallet tidak bisa 2025 pelayanan bank dki mengecewakan,negatif,negatif,negatif,-15.0,-15.0,-1.8
lebaran sampe fitur transfer antarbank tidak luarbiasa nih aplikasi mbanking nya top up ewallet cm si oren doang seharusnya mbanking memudahkan menyusahkan,positif,positif,positif,4.0,4.0,1.0
aplikasi mobile banking idiot tidak bisa transfer antar bank,negatif,negatif,negatif,-14.0,-14.0,-2.0
kapan tidak bs transfer antar bank dikira bank bank dki doank maaf maaf mulu,negatif,negatif,negatif,-2.0,-2.0,-1.9999999999999998
tidak bisa transfer,negatif,negatif,negatif,-5.0,-5.0,-1.0
tadinya transfer shopeepay bisa tidak bisa kemarin coba atm dki transfer bank gagal gmn klo kita uangnya transaksi klo bukan uang gaji masuk disini nih rasanya kabur tidak nasabahnya ampun,negatif,negatif,negatif,-15.0,-15.0,-2.4
parah dri lebaran belum perbaiki transfer beda bank isi saldo uang elektronik tidak bisa,negatif,negatif,negatif,-8.0,-8.0,-3.0
setiap harii erorr udah gitu jauh atm gimna udah sebulan lebih kaya gini apakah tidak kejelasan potongan doang gede transaksi susah nya minta ampun,negatif,negatif,negatif,-2.0,-2.0,-2.2
error 2 bulan lebih transfer kebank dipersulit ewallet dipersulit bukan gaji bank dki males banget,negatif,negatif,negatif,-11.0,-11.0,-3.2
kapan beres nya coba dri sblm lebaran idul fitri saampai skrng ngga kunjung membaik,netral,netral,negatif,0.0,0.0,-1.2
aplikasi busuk ambil duit gag bisa transfer bank gag bisa top up ewallet dana gag bisa ambil duit dompetnya dirut nya,negatif,negatif,negatif,-10.0,-10.0,-1.2
aplikasi rusak bank tidak jelas tidak bisa transfer tidak bisa ambil bank bank,negatif,negatif,negatif,-22.0,-22.0,-4.0
kaga bisa transfer aplikasi rusak,negatif,negatif,negatif,-1.0,-1.0,-0.8
dri lebaran kg bnr2 ne sistem kerjaan ngapain kah,negatif,negatif,negatif,-2.0,-2.0,-0.4
tolong diperbaiki masa kirim bank kaga bisa erorr topup e wallet,positif,positif,positif,5.0,5.0,0.4
merepotkan pas hari raya aplikasi menyusahkan orang fitur transfer hilang aplikasi bi fast hilang transfer uang elektronik hilang bisa pindah bank kacau 12 april 2025 menu transfer bank tidak kacau edit ulasan 4 mei 2025 belum perubahan kapan pak gubernur kenapa ya,positif,positif,negatif,7.0,7.0,-1.9999999999999998
kenapa nih aplikasi jakone mobile tidak bisa buka,negatif,negatif,negatif,-6.0,-6.0,-0.6
error,negatif,negatif,negatif,-5.0,-5.0,-1.0
kenapa transfer bank kenapa tidak bisa yah mohoqn segera diperbaiki jangan beralih kebank,negatif,negatif,positif,-2.0,-2.0,0.6
aplikasi gimana sihhh tidak bisa transfer parah,negatif,negatif,negatif,-14.0,-14.0,-2.0
payaaaaaaaaaahhhhhh,netral,netral,netral,0.0,0.0,0.0
sampe kapan tidak bisa transaksi antar bang qiris dll nya udah sebulan lebih loh masa perbaikan sistem sebulan kocag niih bank dki,negatif,negatif,negatif,-1.0,-1.0,-0.8
ngg jelas nih jakone mobile beli pulsa daei semalam ngg masuk masuk pantas dkrutnya diganti masalah dki mobile,negatif,negatif,negatif,-9.0,-9.0,-1.2000000000000002
tidak bisa transfer bank pembayaran uang elektronik tersedia pilihan,positif,positif,positif,4.0,4.0,0.8
parah bank dki jakone tidak bisa transfer bank gimana ni bos bikin susah,negatif,negatif,negatif,-10.0,-10.0,-2.0
kadang bisa kadang tidak bisa pengiriman antar bank e wallet,negatif,negatif,negatif,-4.0,-4.0,-0.4
ko tidak bisa trasper bank pembelian uang elektronik gopay dana tidak tolong tingkatkan,negatif,negatif,positif,-9.0,-9.0,0.20000000000000007
tolong perbaiki aplikasi jakone mobile nya masa bayar pulsa pke qris tidak bisa beli pulsa langsung jakone mobile nya tidak bisa uang elektronik tolong ditambahkan dana ovo gopay min terimakasih,positif,positif,positif,1.0,1.0,1.2000000000000002
paraah menu transaksi transfer bank tidak menu transfer ewalet jg tidak tidak aplikasi,positif,positif,netral,3.0,3.0,0.0
kok skrng tidak bisa melakukan transaksi,negatif,negatif,negatif,-1.0,-1.0,-0.6
tidak bisa transfer rekening,negatif,negatif,negatif,-5.0,-5.0,-1.0
transaksi pasti kaga bisa,positif,positif,positif,7.0,7.0,0.6
aplikasi sampah bukan gaji pakai dki uda w hapus ni uang nyangkut gannguan mulu lebaran gangguan mulu,negatif,negatif,negatif,-10.0,-10.0,-2.6
uninstal aplikasi jakone mobile instal ternyata formatnya berubah tidak format daftar login masuk scan e ktp tidak berhasil alhasil tidak bisa masuk tidak bisa memakai jakone pihak cs tidak bisa menjawab jawabannya perluasan penambahan jaringan ternyata aplikasi bermasalah tidak bisa mendaftar login suruh dijajal diulang kapan solusinya,negatif,negatif,negatif,-43.0,-43.0,-3.1999999999999997
kenapa ya masukkan nomor hp udah nungguin selama 5 menit verifikasi otp kok ngga muncul muncul kodenya bahkan udah coba kirim ulang berkali kejadian kayak gini tidak coba uninstal instal kirain bakalan bisa ternyata tetep terkendala semoga segera ditindaklanjuti yaa,positif,positif,positif,5.0,5.0,2.0
transfer bank tidak bisa transfer dana gopay tidak fitur nya parah,negatif,negatif,negatif,-11.0,-11.0,-1.2
perbaikan sebulan nggk bisa ngirim uang kemana2,positif,positif,positif,3.0,3.0,0.6
kenapa top up dana tidak tolong munculkan,positif,positif,positif,1.0,1.0,1.8
mo sampe kapan kaya gini transfer bank tidak bisa bisa uda 1 bulan lebih tidak profesional banget sih,negatif,negatif,negatif,-7.0,-7.0,-0.39999999999999997
mbanking lucu tidak bisa transaksi tidak,negatif,negatif,netral,-3.0,-3.0,0.0
parah transfer shopee pay tidak bisa koneksi terputus padahal kuota sinyal kenceng pakai wifi tidak bisa punya rekening narik duit doang,negatif,negatif,negatif,-13.0,-13.0,-3.6
top up shoppe pay nya diilangin,positif,positif,positif,5.0,5.0,1.0
bank tidak jelas tidak bisa transfer bank bank tidak niat,negatif,negatif,negatif,-16.0,-16.0,-1.6
kapan perbaikan masa bisa cek saldo doang bayar error klo tim it nya tidak bisa kerja suruh pulang,negatif,negatif,negatif,-11.0,-11.0,-2.4
assalamualaikum bank dki tolong masukan antar transfer bank lainnya susah tak nyaman klo antar 1 bank,negatif,positif,negatif,-1.0,-1.0,-0.8
jelek,negatif,negatif,negatif,-5.0,-5.0,-1.0
tidak aplikasi perbankan lebih tolol,negatif,negatif,negatif,-5.0,-5.0,-1.0
jakone mobile ujung ujungnya atm transfer bank tidak bisa terima transfer bank tidak bisa kapan aplikasi perbaiki tidak kelar kelar,negatif,negatif,negatif,-20.0,-20.0,-1.4
isi pulsa loading proses tgl 4 april sd proses,positif,positif,negatif,1.0,1.0,-1.0
kesini kesana,netral,netral,netral,0.0,0.0,0.0
tidak bisa transfer antar bank udah top up dana ehh pas top up menu dana nya tidak top up spay tidak jelas keliar kode 68 kirain belum update aplikasi ternyata terupdate,negatif,negatif,positif,-7.0,-7.0,1.6
kolot gajian msk jg dki,negatif,negatif,negatif,-5.0,-5.0,-1.0
kapan jakone mobile tidak bisa transfer antar bank,negatif,negatif,negatif,-5.0,-5.0,-1.0
aplikasi abal abal,negatif,negatif,netral,-4.0,-4.0,0.0
diperbaiki sampe skrg belum bisa transfer antar bank,netral,netral,netral,0.0,0.0,0.0
kemarin2 dana bisa skrg kok tidak bisa parah emang sistemnya,negatif,negatif,negatif,-6.0,-6.0,-0.7999999999999999
parah tidak bisa,negatif,negatif,negatif,-10.0,-10.0,-1.6
aplikasi erorr mlu blok,negatif,negatif,netral,-4.0,-4.0,0.0
tidak bisa transfer bank tidak bisa kirim dana shopeepay tidak bisa tarik tunai tidak bisa narik pakai kartu atm qris tidak bisa berfungsi apcb,negatif,negatif,negatif,-14.0,-14.0,-1.2
potongan bulan aplikasi tidak jelas ngambil uang tidak bisa transfer tidak bisa,negatif,negatif,negatif,-23.0,-23.0,-2.2
kapan mbanking dki gangguan pemeliharaan sistem tidak bisa transfer lainnya kapan kita nasabah kasih kejelasan,negatif,negatif,negatif,-2.0,-2.0,-2.4
sebulan lebih maret 2025 perbaikan mbanking trf bank qris belum bisa please gerak cepat jangan mentang2 aman bawah naungan bumd,positif,positif,positif,1.0,1.0,1.2
skrng gajelas tidak bisa bayar pakai qris top up elektronik tidak bisa,negatif,negatif,negatif,-4.0,-4.0,-0.19999999999999996
e statement tidak bisa unduh fitur error berbulan bulan tidak niat perbaikan aplikasi sebenarnya tu m banking isinya orang2 tidak becus,negatif,negatif,positif,-19.0,-19.0,0.6000000000000001
gimana bank dki topup ewalet saldo kepotong uangnya belum masuk ewalet dana tolong d perbaiki jangan kaya gini transaksi gagal saldo jangan d potong,positif,negatif,negatif,4.0,4.0,-0.4
bagus bangat erornya mao sampe kaoan error error bukan diperbaiki mao bikin aplikasi kah kaya udah,negatif,negatif,negatif,-13.0,-13.0,-1.4
hari tidak nya aplikasi error mulu mo ambil hak susah disuruh keasanalah cs segudang permasalahan lainnya aplikasi dibuat bukannya mudah tambah susah,negatif,negatif,negatif,-25.0,-25.0,-3.6
kenapa jakone suka error ya transaksi dibuat sulit deh pengguna jakone krna gangguan gatau penyebab nya,positif,positif,negatif,3.0,3.0,-1.0
top up jakone pay bisa 1 jt padahal nasabah top up shopee koneksi terputus kecewa,positif,positif,positif,16.0,16.0,0.3999999999999999
mw scan ktp daftar tidak bisa kmrn bank dinyatakan aplikasi rusak,negatif,negatif,negatif,-5.0,-5.0,-1.4
kok belum bisa transfer bank ya ampun,positif,positif,positif,5.0,5.0,0.20000000000000007
lemoooottttt parah ngisi e wallet gagal transfer gagal,negatif,negatif,negatif,-13.0,-13.0,-2.8
masa maintenance bulan lebih bank daerah,netral,netral,negatif,0.0,0.0,-0.8
aplikasi parah banget bermasalah masa maintenance berhari hari,negatif,negatif,negatif,-8.0,-8.0,-1.8
tolong perbaik aplikasi dah 2 bulan nggk bisa lakukan ternsaksi pembelian teransfer dll masa balik jaman jadul bisa cek saldo aplikasi payah ternyata lihat ulasan kecewa parah n lebih parahnya nggk solusi ahdeeh,negatif,negatif,negatif,-14.0,-14.0,-2.9999999999999996
layanan transfer antar bank selama lebaran belum bisa hadeh tolong benahin maret lebaran sampe mei ampun dah bank dki,netral,netral,negatif,0.0,0.0,-1.4
